Tweet,label
rt lupa otak sambung,negative
sakit sembuh gerombol kampret bongkrek sakit panik balas dendam akibat kalah pilih presiden,negative
rt makan babi bentuk wang haram muka babi perangai babi babi politikus ronggeng babi,negative
rt goblok orang beda cong,negative
rt tunggang kontol jumbo bool tarik nikmat ngentot,negative
gubernur presiden,positive
responden institute of southeast asi studies orang indonesia turun cina milik loyalitas hadap republik rakyat cina,negative
kerja lokal cari patut salah kerja asing beda bicara cari solusi,positive
berani indonesia republik rakyat cina,negative
nyinyir bani kampret,negative
massa provokasi teriak ganyang partai komunis indonesia,negative
sih perek rt,negative
prabowo panik prabowo babi buta serang elite politik goblok mental maling kritik konsep kritik arah,negative
berita duka tinggal tenang liu kiun jie tahi umat islam kiun rumah sakit vincentius singkawang,positive
anjing gonggong anies jalan,negative
oh iya ejek burik,negative
tommy kena pasal lap korupsi bunuh hakim agung diskon era susilo bambang yudhoyono,negative
like ngentot nya,negative
cebong tolol tepi,negative
a lot of people think that i cina japanese korean mata sipit kulit putih langsat fact keluarga darah cina banget candai lahir tukar anak orang,positive
hibah tawar program diploma didik lepas ijazah dpli program ijazah sarjana muda didik didik islam ismppi masuk september unisza sukacita maklum universitas sultan zainal,positive
perintah provinsi daerah khusus ibukota bangun pusat jajan betawi kota inews budaya teliti berita,positive
gue lihat sih anies ya gue banding ahok mudah bilang mampus bajing berengsek tai paham nenek orang hadap publik rapat internal gue sih mending sih anies ya,negative
halo ustad siauw nama albert kristen cari ustad ajar islam moga,positive
tolong analisa sejarah jatuh kerja uthmaniyah raja khalifah islam palestina jatuh tangan yahudi mustafa kamal ataturk kuat kuasa ubah turki konon bawa agenda turki modern,positive
rt salah iblis betina gentayang duku calon legislatif gagal sih tipu ijazah palsu ber,negative
rt prabowo presiden istri indonesia hancur,negative
rt teman role playing game partai demokrasi indonesia juang pilih legislatif amp pilih presiden april partai demokrasi indonesia juang nomor urut partai politik pilih amp calon insinyur joko widodo jokowi calon presiden republik indonesia,positive
haha lihat lahir ahli cebong tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme ganti presiden plonga plongo dunning,negative
sampah bu,positive
anak daerah khusus ibukota jakarta banget ya foto wakil gubernur daerah khusus ibukota jakarta,positive
pilih presiden muslim singapura singapura negara kafir,negative
didik mukrianto pilih kepala daerah langsung demokrat atur perintah ganti undang undang era susilo bambang yudhoyono acu,positive
job freelance ajar privat sesuai passion gaji kerja orang asing kerja jam siang jam malam way kenapaaa tolak daftar pas sepi,positive
gus ipul madura pusat ekonomi syariat jawa timur,positive
anjing jokowi presiden urus daerah khusus ibukota mudah,negative
terima kasih informasi mohon mas jean ivan kenan kirim akun banci maksud direct message maklum gadget er gagap terima kasih,negative
yudas sih protestan sih bilang saudara kandung katolik ya bilang sepupu,positive
cinta buta buta gelap gelap hitam hitam monyet monyet baca twit,negative
alhamdulillah pagi salat subuh masjid raya kaum rupa salah masjid tua indonesia cagar budaya letak nagari kaum camat kaum kabupaten tanah datar sumatra barat,positive
udik takjub gileeee canggih iya mobil asa kit reader knight rider starring david hasselhoff marah rem,negative
he kontol sok mes rupiah muka kayak memek orang tua kayak monyet agama agama kontol,negative
diam tai anaconda,negative
hai avia maaf lihat mentionnya maaf udik banget gue buka twitter wkwk apakabsss,positive
ha manusia homo duga,negative
tolak terap pasal noda agama pilih bungkam mulut fiktif kitab suci duel argumen,positive
rt musuh sak modar nyata cocotmu hilang konco bajing koyo koe ra rugi,negative
jawa timur anti hoaks pilih kepala daerah damai deklarasi anti hoaks warga kemlaten,positive
bisu,positive
sungguh salat berat laksana orang orang munafik salat isya salat subuh bukhari,positive
rezim anti islam tumbang,negative
gubernur jaman now cerdas pilgubjateng pilgubjatngtanpahoax ganjar yasin,positive
praktik partai adil sejahtera daerah dukung calon legislatif kada kristen dalil praktik marak era,positive
dukung periode orang ya ganti presiden solo jokowi ganti,negative
salam ah lu kitab rasulullah sallallahu alaihi wasallam wa salam sabda salam orang orang yahudi nasrani muslim,positive
rt hambalang nya gara gara susilo bambang yudhoyono anak buah masuk bui jokowi,negative
akibat duk hadir jamu raya nih paksa main elliptical machine kekal fit bakar kalori nasihat trainer kena kuat sehat lawan rejim zalim ph,positive
diretweet sompret,negative
nama islami laku aduh goblok tampang sesak oi,negative
oke tunggu bang jafar nya insya allah saksi warga nu,positive
lengkap kubu anies sandi tukang cabul,negative
rocky gerung gerung bambang isuzu cewek many magic kom isu dunia maya antek mantan,positive
survei haha responden cebong kodok kampret kali ya,negative
junros qqqq dewa banget anjir edit anti noob noob klub,negative
masjid tua candi candi milik raja hindu buddha nusantara usir cina,negative
sih bejat cabul kriminal oceh kriminalisasi ulama dasar munafik,negative
negara demokrasi ya bubar komisi berantas korupsi,negative
teman gue errr gue tau psiko laba injak makan eh sarap sih nama,negative
rt teman makan teman janji sontek uji pas gilir uji pura budek,negative
model sertifikasi tanah ala rejim jokowi meter persegi tanah ambil tangan tuan tuan tanah didistrusikan tani tanah dasar prinsip adil adil tanah,positive
agama nya sih,positive
nurul arifin goyah hadap survei bandung cantik bandung harmonis bandung pilih nuruli calon wali kota bandung calon wali kota bandung,positive
lihat hitung takut biaya om air asia lokasi laut habis biaya t danau gantung perintah kerja rescue asing o,positive
sih tiang listrik kampret li junhui gue tabrak pakai bajaj pasang bom dasar cungkring tau,negative
panggil me as kunti,positive
coba hoaks maksud ya,positive
laku jual negara goblok bangun kaki orang kaki bayar hutang utang bos eeeh bego kaya,negative
taplak gunung,positive
sih tertawa mulu bangsat,negative
hoooy ayo balas bisu malu kaum iblis hhhhh gelar ahli provokator,negative
gaduh panggil cebong butuh manusia munafik,negative
kampret banget kuat beli telur tebar hoaks kampret kuat ya koruptor selangkang iya coba lihat pakai mata otak gubernur koruptor cewek pret kampret telur kampret murah ceria,negative
mulia anggur perhati banget rakyat rakyat cina nyalon pilih presiden pilih ganti presiden,negative
rt bir bosan tubir rupiah lihat goblok seru,negative
sukar paham rakyat palestina biar yahudi jajah rakyat turki biar khilafah jatuh,positive
tipu pilih presiden buzzer cebong dosa tipu,negative
berengsek jam muas tai keren banget nih film,negative
manusia perlente gaya meleteh kayak jambu mente manusia das omong bau terasi laku sisi manusia sombong suka gonggong bokong bokong manusia biadab adab manusia bejat,negative
najis not wkwk,negative
calon rejim suka tabrak atur hukum,negative
gue harap banget kemarin mati harap setya novanto mati pas sakit kemarin setya novanto,negative
rt prabowo anak berontak,negative
engkau raup air mata bisu bintang jatuh,positive
komunis sederhana paksa atur contoh paksa pakai e uang komunis banget rezim komunis,negative
ya gih makan hindu nusantara agama rahmat lil alamin agama bumi agama langit islam nusantara ya monggo sesat,negative
fitnah fitnah suka dasar onta,negative
tumbuh ekonomi asia pasifik turun poin prediksi,positive
ra tutup budek o mbak wkwk,positive
dongok kaum kafir haha,negative
banding level nu lawan partai komunis indonesia muhammadiyah organisasi masyarakat partai banding partai partai demokrasi indonesia juang partai adil sejahtera demokrat,positive
dajjal cabul tenaga kerja indonesia,negative
luggage harga yahudi,positive
kayak titit,negative
prabowo dalang rusuh mei mustahil presiden papar lengkap,negative
bego ya kampret potensi rugi cebok mata cing onta,negative
sepakat soekarno tekan ajar mahasiswa kirim ajar ln cap komunis orde negara digdaya bangsa rumus,positive
rt prabowo maju motor dorong,negative
malam tonton kafir mbah keren wali,positive
congor ya tolong,negative
rebut saham pegang saham tabok pakai duit hasil utang dasar bani kadal kadal selesai,negative
wkwk mak banci ena sell mbue man ikan anak ikan pe sel,negative
nyinyir biar ajak gabung presiden kali,negative
saudara jokowi saudara patut tinggal partai politik dukung nista agama orang dukung nista agama duduk zionis israel kaum munafik liberal komunis,positive
cebong standar dungu ragu bukti bilang orang bego aduh,negative
anak anak muda kreatif indonesia sambut gera giat ekspedisi kapsul buka,positive
orang tolol balas base akun nya kunci,negative
sekolah katolik mbak muda mud katolik gereja tau kuliah yoyakarta gara gara iris anak anak gera,positive
hem sampah tengok live facebook khair din habis pusing pasal manifesto ph agama golong dap cina kristiani he nama dap pas eh geram lepas dok motif nak sel,negative
bubar acara partai komunis indonesia,negative
ahok sah sang napi nista agama ungkit kisah,negative
biografi calon ketua dema universitas islam negeri syarif hidayatullah jakarta no urut,positive
selamat kampung selamat unahe junjung ya e kucluk cebong cepek lu,negative
captain tai salty,positive
belgia england menung jamban game nih,positive
tebal banget bentuk memek ya tante,negative
off day tidur bangun tidur sahaja haha bajing,negative
rt terima kasih saudara umat muslim lelah juang hirau munafik buzzer tebar fitnah,negative
organisasi masyarakat hancur negara republik indonesia wajib bubar partai komunis indonesia,negative
dukung pilih kepala daerah damai siswa siswi man medan anti berita hoaks,positive
insya allah kuasa jahat jongos budak cina kafir komunis nafsu jajah rampok indonesia hancur allah subhanahu wa taala,negative
prinsip gue mulut langsung bilang gue suka nya mampus jungkir bilang gue cantik kayak kangen kayak sayang gue kayak bodoh wkwk mental gue,negative
orang cina indonesia,negative
okoh masyarakat nyata pilih presiden pegang alquran hadiah lantas kristen hindu buddha,positive
rt inspeksi dadak priok time marah copot menteri menteri ekonomi mar besok kak pasar ya harga mencak pecat,positive
alah kontol,negative
rt kayak berondong ya kontol gay coli bahan coli,negative
ih menina mt bom,positive
fakta js kristen koh lieus tokoh tionghoa,positive
reog ponorogo universitas brawijaya nya keren habis top banget bulanbaktikipm gema,positive
bunuh mata mafia koruptor nya nista agama panggil popular nya babi ahok,negative
padan ilyas eliyahu etc nama nabi hud tradisi ibrani yahudi,positive
pilih kepala daerah menang mending voting nama polling kali latih timnas,positive
nek bicara bablas bangkai otak pakai goblok mampus ayo bu kalem buu,negative
keluarga katolik paham paham lucu kak,positive
berita bom barel bikin shock pulang rumah tidur indekos,positive
peka apes inner left right join otak cenut cenut bom sebentar ledak tolong tolong kuat suka ode kode prepared statement param print rumah sakit teman,negative
puri tri agung ibadah sembah anut agama buddha kong fu tse laotze,positive
siyaaaaap rt tolong kait kait imbal jasa jamin anies sandi kait kait hubung ahok jokowi,negative
mangkrak kayak susilo bambang yudhoyono,negative
solo a star wars cerita tayang kota wali kota korupsi bioskop jancuk,negative
gubernur jawa timur target jembatan widang selesai h lebaran,positive
jokowi mundur,negative
dasar pt,positive
rt sekolah bakar kader nya prabowo tanggung,negative
jilbab wajib mas wajib tutup aurat jilbab masuk rukun iman rukun islam kayak deh tuhan jilbab hidup putar potong kain jilbab,positive
berani putra melayu takut berani teriak bantu hajar mulut bau congor sih ardi goblok,negative
pilih kepala daerah jawa timur nomer menang mercedes nomer menang bmw kualitas,positive
lancar bahasa inggris deh ai ajar bahasa asing inggris cantol wkwk jarang pakai ya,positive
rt my ahjussi gelap bin suram durasi gue suka banget drama model lee ji eun mantap,positive
bajing luka lady terima ganjar ratus kali lipat sanji,negative
rezim weeaboo persekusi bong bong,positive
jaman mas jajah merdeka kerja asing korea utara main twitter pakai produk asing tanggung anti asing,negative
sih pas perhati warna badan kontras warna muka muka putih badan coklat i was like mata gue picek beda pakai krim mutih,positive
alah bacot mulut lelaki terkadang,negative
presiden hormat korban putus hubung kerja freeport butuh perhati korban putus hubung kerja freeport,positive
rt diam gebuk dewan wakil rakyat,negative
janji bukti simpan barang barang kenang lepas selamat bukti salah hukum kayak orang orang yahudi film the boy stripped piyama,positive
idih najis tujuh turun,negative
masyarakat adat badui serah hasil panen jabat bupati lebak ino si rawita gubernur banten wahidin halim sebabaduy dw,positive
anti asing,positive
i hasil emak emak jual puki asli partai komunis indonesia sih ahok anak cina anjing kafir negara republik indonesia,negative
hutang nya bangga bukti rezim gagal ganti presiden,negative
tanda tangan freeport kakak paksa izin usaha tambang khusus freeport bawa arbitrase international kalah tunggu kakak nya habis negosiasi izin usaha tambang khusus rezim pilih erti,positive
ya kacrut jaring taekkkkkk,negative
sih teman lihat jutek sinis judes dingin pas doang pas banget bilang gue gila stres sarap ya sih kadang wkwk v jujur banget gue eh astaga haha,negative
rt bolot anak alay max biduan kebo parah sebal suka bikin marah mesum bau pedean semangat,negative
nama pancing konflik horizontal polisi biar lengser jokowi indonesia hancur,negative
rt gaya beruk preman kampung mantan supir tembak metromini masuk dewan wakil rakyat kampung debat ajak rantam,negative
nabi sahabat tinggal senang dunia ranah agama umat zaman tinggal agama ranah senang dunia kejap alangkah rugi,positive
kemarin enak laku anies sandi kuasa daerah khusus ibukota dengar,positive
rezim laknat sih jokowi kodok gantipresidenbaru ganti presiden jokowi,negative
tonton yamaken peran cowok keren ala ala ikemen penasaran ya peran dokter kena savant sindrom autis iya autis dokter,positive
allah orbit bilang hitung qs,positive
sibuk jilat bokong jokowi ambil ilham subhanallah,negative
sih janda sebar hoaks gagah culun muncul gaya gagah simpul janda culun,negative
tumbang jokowi radikal lengser jokowi,negative
enak ya pimpin harga mata dunia,positive
sah survei mayoritas warga jokowi presiden duit jalan sembako chopper ganti presiden,negative
wagirin arman apresiasi usul pilih kepala daerah pilih dewan wakil rakyat daerah,positive
export dul sebar ahok hongkong sapa tau ahok gubernur hongkong haha,negative
kuat arsip digital budaya indonesia menteri ekonomi himpun mahasiswa katolik kunjung indopos,positive
ekonomi merosot utang bengkak badan usaha milik negara jual jokowi mundur chirpstory,negative
acara dungu biadab bangsa aji budaya muhammad arab buta huruf nabi ganti budaya baca,negative
babi ajak,negative
budaya sunda bikin mahasiswa asing jatuh cinta koran tradisi seni adat budaya,positive
allah subhanahu wa taala tuhan wasiat bukti dungu biadab,negative
nete nya air silikon,negative
retweeted ubaid sdq takabur lahir kuasa rakyat ulama cendikia iblis makhluk alim amp ibadah atus laknat hasud takabur,positive
lucu kontol,negative
hati hati pakai foto aung suu kyin jabat indonesia lapor polisi partai parno,negative
kenal wiro sableng jurus kunyuk lempar buah,positive
juli komisi nasional hak asasi manusia rilis lapor bunuh hadap orang korban luka berat cacat wamena sisir tentara nasional indonesia polisi republik indonesia april harto letak hati logika,positive
geng liberal komunis komunisme amal dengar geng fasis sosialis nasional komplain ideologi pegang amal,positive
anak setan,negative
mami jilat memek nya,negative
ppp buru buru tolak wacana pilih kepala daerah dewan wakil rakyat daerah ppp wacana,positive
ya tuhan banget cerita inti agens berengsek,negative
partai komunis indonesia adakan prabowo calon presiden pilih prabowo bilang partai komunis indonesia gue pilih jokowi bilang emx gue pikir,negative
tuan guru bajang zainul majdi ganti presiden presiden,positive
idiot banget sih bang luk,negative
tambang asing rampok sda indonesia freeport legal ya,negative
rt bantu rohingya prabowo citra bicara tok kayak prabowo ya,negative
gerombol bela partai komunis indonesia nyata kolam dukung nista aduh,negative
deklarasi anti hoaks polisi resor pematangsiantar dukung pilih kepala daerah serentak,positive
remaja pemuda kristen jatuh gaul bebas pengaruh dunia dosa cabul zina marak hidup roh daging,positive
orang marah tipu janji palsu jokowi lapor polisi nih dasar gila,negative
tunggu orang rumah kebelet tai,positive
joget joget mute hongdae gidle edan,negative
bodoh jajah budak islam tuhan orang tuhan layak sembah,negative
rancang undang undang sempurna sih lihat kembang nya bom arti rancang undang undang keras represif ragu aparat nya arti,positive
sedia infrastruktur tingkat kualitas hidup dorong gera ekonomi daerah biaya logistik muncul pusat tumbuh ekonomi jokowi,positive
presiden jokowi ikan gamelan sekolah,positive
cina ahoker berani bayar pribumi aparat aparat korup legal aktivitas cina bangsa suku indonesia usir cina,negative
tertawa mulu kunyuk,negative
presiden jokowi tinjau bandara internasional jawa barat majalengka jakarta sumatra headline presiden joko widodo selasa tolak tuju kabupaten majalengka jawa barat tinjau bandara internasional jawa,positive
bangun tol cipularang untung hasil turis kunjung bandung tingkat jarak tempuh jakarta bandung singkat cepat bangun ekonomi bandung selamat,positive
bukti biarpun cebong otak pintar kerja kerja kerja kayak kamprettt cocot mulut otak pakai layar shot cakap bukti si,negative
orang orang agama otot orang orang ateis bukti tuhan,positive
putar goblok bikin emosi ya,negative
keparat,negative
rt lihat video kontol langsung ngaceng ekspresi bikin tahan serasa crottttt,negative
selesai idiot twit,positive
berisik tahi ngentot diam jempol,negative
komplit banjir tenaga kerja asing tenaga kerja asing jokowi restu warga negara asing duduk jabat direksi badan usaha milik negara parah negeri pilih ganti presiden ganti presiden,negative
haha banci kaleng langsung nyungsep pakai akun palsu banci ya saracen waspada waspada,negative
tai nya jamban sih,positive
tulis twit kafirun munafik bau bau partai komunis indonesia pancasila indonesia mental mental kacung,negative
inggris widjanarko abdi hidup seni budaya pos kota news,positive
cina angkat kaki istana,negative
tolong orang bego kasih lapak min,negative
islam mahasiswa universitas katolik,positive
kerja seks komersial hasil kalah pulang atlet jepang kasih bonus,positive
bolot,negative
warga badui selesai tradisi seba pendopo perintah kabupaten lebak temu gubernur banten wahidin halim sabtu sebabaduy im,positive
ahok kafir takut debat rakyat asli pribumi nelayan pakar reklamasi rakyat ahok kafir bencong,negative
mundur mas tolol,negative
hati sebar video bom ledak tangkap,positive
rt memek gatal ngentot pakai kontol keker,negative
imajinasi marie elka pangestu kwik kian gie rudy hartono sus susanti irwan hidayat bos sido muncul jaya suprana ratus tokoh tionghoa orang,positive
kesini bangsat,negative
rt maaf selesai ternak dagang rugi akibat ulah manusia be,positive
alhamdulillah dukung kalah sontoloyo klub idola orang tau muncul akibat lampias amarah sayang oknum lihat laku puasa,positive
manusia anjing mati mati rela murtad babi ahok kafir,negative
rt ahok gubernur preman tn abang,negative
yahudi,positive
cebong sampah masyarakat,negative
pas reza rahadian bilang buta mati hati patah,positive
emak jual ya bajing anak lacur rupa,negative
rt bantu muslim rohingya bilang bilang citra tau,negative
bagus bukti lapor bahas potong akbar faizal beda fiksi fiktif,positive
katolik istilah inkulturasi iman katolik budaya,positive
hmmm dukung sih biar tindas ya tuju kayak bilang sorta let happen support bisu isu lgbt iya no,positive
rawat bangsa masker cap sara alas anies sandi,negative
keren ksatria jantan berani patuh hukum banci kabur sapa polisi,negative
cebong otak asa korban tau nyinyir,negative
novri sus emil agresif puti santai,positive
kelompok bang,positive
dagang aneh nyata nya harga ribu kg nya nasional idul fitri lebaran ribu aneh nya beras murah rezim aneh,negative
cocok presiden,positive
kristen universal bawa damai situ ajar kasih musuh mu,positive
iya sih pakai ava laki direct message titit,negative
tenaga kerja asing cina masuk indonesia masuk om curiga cina ahoker,negative
hadoiii menteri susah islam senang liberal senang ateis senang lgbt kelak akhirat teruk kena bantai puak ph nih iman rukun iman iman jaga islam,positive
bobrok birokrasi anies sandi jabat via,negative
maklum partai komunis sejahtera,negative
berengsek tri aplikasi bima tri hapus sih,negative
tuding duga korupsi susilo bambang yudhoyono dorong jaksa usut himbau komisi berantas korupsi usut duga korupsi jokowi solo raya,negative
rt berondong kontol berondong kontol lokal prank straight kontol berondong,negative
jokowi karno lengser paham,negative
rt tonton hina intimidasi bandung,positive
bagus dewan wakil rakyat bubar,negative
ustad ngentot ngentot pas dakwah ya kasih kutip dakwah,negative
bolot alias daki,negative
ateis agama fase,positive
iya kampang,negative
rusak jadwal teknisi rumah pagi sore tunggu kacrut,negative
lemah pucuk pimpin party lemah lepas presiden umno najib razak letak jawat hishammuddin zahid kriteria pimpin party sepakat ismail kassim ehehehe kj korang nih,positive
dedi mulyadi tinggal identitas daerah jawa barat rupa wilayah kayak budaya cirebon sunda galuh sunda betawi budaya selamat ulang kang dedi,positive
cewek pms cowok buaya takut,positive
by the way sih ratu tiru afi hinayah undang jokowi istana posting tiru iya ancam bunuh ya allah,negative
sasar jamban mandi,positive
rt tuju banget coba ahok gubernur daerah khusus ibukota tamat nih rumah sakit,negative
orang bodoh agama kayak pintar ajar biar orang rugi,positive
psi sanggah nyata dukung pasang gus ipul puti aliansi santri pemuda ekonom kiai arumi bachsin bagus banyuwangi baris gus sholatu baris mahasantri loyalis khofifah baris rawan khofifah black kampanye calon gubernur,positive
bedebah teror psikologis pilih jokowi,negative
undang undang md bos lupa bebas komplot coba,positive
rt ijazah mu sih cek beda juang rakyat semesta semesta,negative
najis banget gue kepruk ya gubernur,negative
orang indonesia bego,negative
rt tim sukses jokowi jatah pertamina rugi,negative
pilih bom,positive
solusi jangka pendek cegah aksi bom bunuh prof pakai undang,positive
rt rezim ganti pulang anti islam percaya,negative
wkwk telat banget idiot,negative
kelas pilih jokowi lawan prabowo ham hancur ya indonesia,negative
silit ardhog,negative
love mindun antek antek,positive
kafir,negative
rezim anti islam fadli zon anti negara republik indonesia coba bentur umat islam negara amp aparat,negative
rt mahasiswi sange kocok memek colok memek intip bokep indo vivov kimcil bokep sma pasang suami istri ngentot tante girang bugilte,negative
pindah tugas pontianak lihat kodam hehe ya sok jual mahal manusia homo haha,negative
bicara dasar ya nasrani kafir,negative
ganti mudahn ekonomi sulit,negative
lengser gebuk bukti dukung radikalisme,negative
terik matahari seruak terobos indera lihat sosok asing lantas bangun sekal keluh nyaman tubuh nyaman sosok rambu,positive
cinta buta buta gelap gelap asyik cinta gelap asyik,positive
drop out kampus baskoro nada mata sipit lion buka kejut masuk tau anak teman b,positive
buka rangkai diginesia gelar round table discussion rencana hadir menteri koperasi usaha anak agung gede ngurah puspayoga wakil gubernur daerah khusus ibukota jakarta sandiaga uno gedung sindo jakarta senin sindone,positive
pusing gue anjing,negative
dasar lelaki kardus lelaki karpet lelaki kencrot lelaki bangkrut lelaki mencret lelaki kernet lelaki bangsaaaaaaaatttt,negative
misi bangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur asyikmnang,positive
curang titit sele sakit nih,negative
ngentot yuk sayang,negative
eh positif guys tekan kaum bela agama kitab suci fiksi fiksi isi norma hidup,negative
koreng larang hina,negative
telkomsel kacrut nih menit wa telepon cihui,negative
rt dukung ahok tangkap zaman jokowi,negative
bunuh anak lahir dengar hangus salah desa respon desak pergi hutan idora eadlyn lindung cacat t,positive
pegang tai tahan batu,positive
sok inggris anjir repot nya cerita panjaaangg inti cuek cuek najis nyata isi apes orang desc nya ya orang ekspres tebak sebal,negative
ih bego lesbi gue,negative
enak komentar lihat situasi sakit hati beli obat jerawat murah harga orang sembuh jerawat cocot cocot simpan argumen,negative
kaget anjir kucing masuk kamar anjing,negative
malen jempol gue pegal nge switch acc kampang on nde,negative
rt mustahil polisi berani tangkap kubu mustahil bin mustahil kepala polisi republik indonesia politic id,negative
playlist dygta sepi wali jodi alda titi kamal jablay,positive
alah komplot banci,negative
partai komunis indonesia sila rekonsiliasi cebong dungu kolam,negative
cacat laku salah sang wanita laku layan hidup ngiang kepala i,positive
komunis hasil kuasa penuh rezim,negative
rt nyata indonesia anggota negara makmur cina iya makmur cina,negative
bismillahirrahmanirrahim niat rida amp ikhlas janji jokowi kalah pilih presiden sujud syukur alun alun majalengka amp kibar bendera merah putih panyaweuyan moga umur tunai,negative
mata sipit enak susah pakai eyeliner,positive
tanah rakyat kembang modus korupsi ahok gubernur jakarta asumsi rupiah juta rupiah triliun,negative
nama indra piliang status periksa narkotika duga dukung anies sandi,negative
berat orang orang munafik salat isya salat subuh bukhari berat lang jamaah isya,positive
eh cebong jaga congor bicara salah bong presiden presiden ganti presiden ganti presiden ganti presiden,negative
ajar giat penuh dedikasi lulus uji idiot,positive
gue berangkat remaja lagu cebong dungu kenyang tulalit,negative
beda budaya ajar islam ajar islam sesuai al qur an hadis sahih umat islam beda budaya arab adat istiadat orang arab orang islam kristen pakai kerudung baju gamis makan unta piara jambang,positive
eh onta tolol kasihan orang tua lahir ekor binatang mu dasar kaum bumi datar partai adil sejahtera laknat,negative
rezim keren orde bikin kontrak bikin sengsara rakyat presiden bikin freeport saham gede jokowi nyinyir arti antek asing indonesia kuasa freeport joko,negative
sirik nih onta,negative
masuk jokowi tokoh muslim pengaruh kepala staf presiden jenderal purna moeldoko anggap bukti juang presiden umat muslim indonesia tokoh muslim pengaruh themuslim,positive
ah kampret cebong,negative
mak allah mantap eittsss bangga euy gubernur indonesia,positive
rezim cebong lihat realita rakyat,negative
wanita transgender usia mansehra buah kota timur pakistan keliling gunung hijau kampanye pilih pakistan juli maju,positive
nyata gue salah sangka dasar tipu bejat laknat sunat,negative
rt,positive
hdh cakap bolot,negative
anggap pro ekonomi rakyat tuan guru bajang dorong pilih presiden,positive
kemarin ahok bangsat orang laku isap darah rakyat goblok orang tuduh,negative
kait cipta lapang kerja teknologi prioritas tenaga asing bawa investor,positive
salat aji allah khayal pacar kayak aktor korea ya ampun sih situ tonton pikir tolong stop kait agama,positive
pt antam pinjam bank badan usaha milik negara antam alam tambang emas medco usaha swasta sumber dana cina jual lepas as jatuh genggam cina,positive
cari senyap mu hening malam bisu bisik desau angin dengkur lelah lolong ajak ajak esok pagi juang semangat puasa,positive
median mayoritas rakyat jokowi presiden ganti presiden,negative
rt mainstream oposisi kesan negeri hororutang miskin nge fan puti,positive
asing sih,positive
susu monyet liar iya,positive
bani,positive
sih universitas turun mulu cacat banget kesal gue,negative
warga badui selesai tradisi seba pendopo perintah kabupaten lebak temu gubernur banten wahidin halim sabtu sebabaduy direct message,positive
reformasi birokrasi perintah provinsi jawa posisi tingkat provinsi hasil evaluasi nilai reformasi birokrasi laku menteri pendayagunaan aparatur negara ri ekotrenganjaryasinno,positive
gue chat grup biar marah cocot wkwk inidaritadi jempol gue puasa spam grup wkwk,negative
bangkrut sih jual islam liberal dana syiah banting setir islam nusantara bantu sponsor komunis,positive
kevin julio kevin sanjaya kristen orang nama kafin kristen ya bock bock bock,positive
bangun mata sipit,positive
rt prabowo subianto prabowo subianto rupa anak biologis soemitro djojohadikoesoemo penghianat bangsa,negative
wkwk bodoh anjir,negative
jenis kelamin bayi buaya gantung suhu telur suhu dingin jantan betina suhu panas,positive
barang takut allah takwa menang salah takut betasemen khusus,negative
cebong buta tuli nyata timpa negeri bela rezim gampang doktrin pidato data indehoi perintah,negative
rt perek bayar juta crot abang abang kenal crot gratis pacar bensin susah kakak,negative
oi proses aparat ribut ahok ribut proses goblok pupuk,negative
air mata buaya,positive
sesuai tap majelis musyawarat rakyat pecat jokowi diam jokowi langgar tap majelis musyawarat rakyat layak lengser majelis musyawarat rakyat takut ulang,negative
mak lambe monyong bajing diam iya lambe monyong dasar goblokkkk,negative
freeport usaha asing izin usaha tambang indonesia pakar geologi freeport temu cadang tembaga emas puncak jayawijaya lapor teliti belanda,positive
wisata budaya kabupaten sukabumi,positive
islam hindu pas,positive
cocot kintil,negative
rindu mu arti ajar bunuh ulung rindu bunuh bom hancur eaakkk,positive
diam anjing daniel edan ya,negative
langsung paten oh buku komunis oh buku ekstrem baca ajar buku larang manfaat ajar sejarah indonesia,positive
tolol sih cal laki,negative
persib kunyuk,negative
taat tuhan malam kemarin ejek kecut perek lacur wanita wanita rendah ejek suami takut suami mas bilang bajing gelap bajing,negative
presiden as temu pm jepang florida as bicara denuklirisasi korea utara cnn indonesian news room,positive
agama hindu karma arti bahasa sansekerta karma laku jalan,positive
cerita barel allegedly tas isi bom astagfirullah,positive
cupu,negative
rt nek guyon mara mati rezeki konco nama bajing lucu ketemu,negative
nenek monyet anjing kayak tuyul kepala lubang kayak groot kayak serigala muka mata imajinasi,positive
kasih makan kol putih budu kasih kangkung mencret kasih vitamin telat kasih makan,positive
bolot idiot berisik lawak kocak semangat wkwk,negative
sejarah puasa adopsi adaptasi agama agama bag v habis,positive
puluh indonesia bilang negara daulat era jokowi blok mahakam asai pertamina januari freeport tambang emas saham asai indonesia waras ter,positive
alami kendala atur chat,positive
ya tabok orang,negative
komisi berantas korupsi lembaga negara berantas korupsi lemah lemah dewan wakil rakyat,negative
berita polling,positive
rt izin pintu camat politis partai rampok otak e cacing bilang,negative
balas pakai pantun pergi jawa pakai baju lecek bawa nyonya cililitan tuju serpong,positive
parah jaehyun perek,negative
warga negeri camat bilah hilir deklarasi anti hoaks amp pilih kepala daerah damai,positive
culun kayak pawai an,negative
suara papua persen total pilih indonesia jokowi kali papua adil sosial rakyat indonesia,positive
rt ganyang partai demokrasi indonesia p partai demokrasi indonesia p ubah nama partai komunis indonesia,negative
